record_id,first_name,last_name,email,title,company,job_level,job_persona,phone,account_id,industry,employee_count,zi_industry,zi_employee_count,created_date,lead_source,lead_status,is_current_mql,mql_date,email_opt_out,email_bounced,no_longer_with_company,is_converted,converted_contact_id,free_email_known,actual_free_email,mkto_lead_score,mql_cycle_count,is_disqualified,dq_reason,dq_date,entity_type,lineage_type,lead_origin_id,mkto_contact_score_c,has_lead_origin,scoring_person_id,account_name,domain,named_account,is_icp_qualified,account_do_not_contact,account_intent_score,country,annual_revenue,flag_duplicate_email,flag_shared_email,flag_broken_conversion_link,flag_orphan_contact,flag_opted_out,flag_email_bounced,flag_no_longer_with_company,flag_non_prospect,flag_do_not_contact,flag_free_email_leakage,flag_missing_account,flag_missing_title,flag_missing_phone,flag_missing_industry,hard_blocker,hard_blocker_reasons,dq_flag_count,dq_flags,engagement_count,automation_events,last_engagement_date,first_engagement_date,days_since_last_engagement,sent_events,automation_share,automation_inflated_flag,meaningful_count,meaningful_30d,meaningful_90d,eng_event,eng_webinar,eng_content_syndication,eng_telemarketing,eng_email,eng_advertisement,raw_engagement_signal,icp_flag,named_account_flag,employee_fit,segment,segment_multiplier,account_fit_raw,account_fit_signal,job_level_score,job_persona_score,profile_fit_signal,engagement_score,account_fit_score,profile_fit_score,final_score,engagement_weight,account_fit_weight,profile_fit_weight,confidence,score_explanation,tier,tier_sort,bdr_action,is_suppressed,action_tag
L00246,Amanda,Roberts,aroberts@delphisystems.com,Director of Something,Delphi Systems Corp,Director,Financial Buyer,+1-555-5879,ACC0125,Telecommunications,7500.0,,,2024-01-01,Paid Search,MQL,True,2023-10-08,False,False,False,True,,False,False,87.0,1.0,False,,,Lead,Converted Lead - broken link,,,,L00246,Delphi Systems,delphisystems.com,True,True,False,16.5,United States,2582.6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,2,"duplicate_email, broken_conversion_link",2.0,0.0,2026-05-14 00:00:00,2023-03-16 00:00:00,15.0,0.0,0.0,False,2.0,1.0,1.0,1.8189894035458598e-09,353.5533905932738,0.0,0.0,0.0,0.0,353.5533905950928,True,True,1.0,L1,0.9,91.65,82.48500000000001,0.7,0.7,0.7,25.14661974342261,82.5,70.0,38.2,0.75,0.15,0.1,Medium,last engaged 15d ago; ICP industry (Telecommunications); named account; segment L1,Follow Up,1,Schedule follow-up within 5 business days | Note: broken conversion link (DQ-1),False,Follow Up
L00106,Jacob,Wright,jwright@solarisdynamics.com,Unknown Title,Solaris Dynamics Group,,,+1-555-6824,ACC0057,Financial Services,7500.0,,,2024-01-01,Cold Call,Disqualified,False,,False,False,False,True,C00234,False,False,49.0,0.0,True,No Longer With Company,2023-04-11,Lead,Converted Lead - linked,,,,C00234,Solaris Dynamics,solarisdynamics.com,False,True,False,73.3,France,2490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,1,duplicate_email,4.0,1.0,2026-05-27 00:00:00,2023-04-28 00:00:00,2.0,2.0,0.25,False,2.0,1.0,1.0,6.0591592259130245,477.4208019552083,0.0,0.0,0.0,0.0,483.4799611811213,True,False,1.0,L1,0.9,72.33,65.097,0.5,0.0,0.25,34.38769662743867,65.1,25.0,38.1,0.75,0.15,0.1,High,last engaged 2d ago; ICP industry (Financial Services); segment L1,Follow Up,1,Do not action — record converted to contact C00234 (work the contact record instead),True,Converted
L00035,Jason,Garcia,jgarcia@nimbuspartners.com,Individual Contributor of Something,,Individual Contributor,Influencer,+1-555-1469,ACC0174,Software,5000.0,,,2024-01-01,Web,Open,False,,False,False,False,True,,False,False,15.0,0.0,False,,,Lead,Converted Lead - broken link,,,,L00035,Nimbus Partners,nimbuspartners.com,False,True,False,91.7,United States,2150.6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,2,"duplicate_email, broken_conversion_link",4.0,0.0,2026-05-24 00:00:00,2023-10-26 00:00:00,5.0,1.0,0.0,False,3.0,1.0,1.0,0.00762939453125,445.4493590701696,0.0,6.435033306329401e-08,0.0,0.0,445.4569885290512,True,False,1.0,L1,0.9,74.17,66.753,0.3,0.5,0.4,31.683298196449805,66.8,40.0,37.8,0.75,0.15,0.1,Medium,last engaged 5d ago; ICP industry (Software); segment L1,Follow Up,1,Schedule follow-up within 5 business days | Note: broken conversion link (DQ-1),False,Follow Up
L00139,Steven,Jackson,sjackson@unknown.com,Director of Something,,Director,,,,,,,,2024-01-01,Web,Disqualified,False,,True,False,False,False,,False,False,52.0,0.0,False,,,Lead,Orphan Lead,,,,L00139,,,,,,,,,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,,3,"missing_account, missing_phone, missing_industry",44.0,38.0,2026-05-23 00:00:00,2023-02-25 00:00:00,6.0,40.0,0.8636363636363636,True,4.0,0.0,1.0,0.0,638.0003707131418,0.0,0.0,0.0,1.4560818201813811e-06,638.0003721692236,False,False,0.25,L3,0.45,3.75,1.6875,0.7,0.0,0.35,45.37801978959228,1.7,35.0,37.8,0.75,0.15,0.1,Medium,last engaged 6d ago; engagement discounted (automation-heavy); segment L3,Follow Up,1,"Do not email — schedule call or event outreach (opted out, non-email signal present) | Note: opted out — no email; engagement may be automation-inflated",False,Follow Up
L00267,Mark,Flores,newsletter@marketingblast.com,Individual Contributor of Something,Solaris Labs,Individual Contributor,,+1-555-5030,ACC0040,Telecommunications,50000.0,,,2024-01-01,Cold Call,Nurturing,False,,False,False,False,False,,False,False,0.0,0.0,True,Bad Data,2023-05-28,Lead,Orphan Lead,,,,L00267,Solaris Labs,solarislabs.com,False,True,False,51.5,United States,36823.5,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,2,"duplicate_email, shared_email",1.0,0.0,2026-04-30 00:00:00,2026-04-30 00:00:00,29.0,0.0,0.0,False,1.0,1.0,1.0,511.6869459983874,0.0,0.0,0.0,0.0,0.0,511.6869459983874,True,False,0.65,L1,0.9,64.9,58.41,0.3,0.0,0.15,36.39392918007914,58.4,15.0,37.6,0.75,0.15,0.1,Medium,last engaged 29d ago; ICP industry (Telecommunications); segment L1,Follow Up,1,Schedule follow-up within 5 business days,False,Follow Up
C00344,Lisa,Carter,lcarter@unknown.com,Individual Contributor of Something,,Individual Contributor,Technical Buyer,+1-555-3232,ACC0194,Government,10000.0,,,2023-05-21,,,True,2022-11-14,False,False,False,False,,True,True,,,,,,Contact,Converted Contact,L00240,95.2,True,C00344,Vertex Ventures,vertexventures.com,False,False,False,21.2,Canada,4442.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,1,duplicate_email,11.0,9.0,2026-05-08 00:00:00,2023-02-11 00:00:00,21.0,9.0,0.8181818181818182,True,2.0,1.0,1.0,615.572206672458,0.0,0.0,0.0,0.0082418819956554,0.0,615.5804485544537,False,False,1.0,C1,1.0,17.12,17.12,0.3,0.85,0.575,41.03650727158089,17.1,57.5,37.5,0.6,0.25,0.15,High,last engaged 21d ago; engagement discounted (automation-heavy); segment C1,Follow Up,1,Schedule follow-up within 5 business days | Promoted from Nurture — linked lead L00240 scored Follow Up | Note: engagement may be automation-inflated,False,Follow Up
L00213,David,Hernandez,dhernandez@meridianpartners.com,,Meridian Partners LLC,Individual Contributor,Financial Buyer,,ACC0143,Financial Services,3500.0,,,2024-01-01,Web,Nurturing,False,,False,False,False,False,,False,False,89.0,0.0,False,,,Lead,Orphan Lead,,,,L00213,Meridian Partners,meridianpartners.com,False,True,False,17.9,United States,1205.3,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,2,"missing_title, missing_phone",3.0,0.0,2026-04-23 00:00:00,2023-12-28 00:00:00,36.0,1.0,0.0,False,2.0,0.0,1.0,435.2752816480621,0.0,0.0,0.0,0.0,6.89689792826104e-08,435.275281717031,True,False,1.0,L1,0.9,66.79,60.111,0.3,0.7,0.5,30.959120416369878,60.1,50.0,37.2,0.75,0.15,0.1,Medium,last engaged 36d ago; ICP industry (Financial Services); segment L1,Follow Up,1,Schedule follow-up within 5 business days,False,Follow Up
L00133,Susan,Jones,sjones@unknown.com,,,C-Level,Influencer,+1-555-7687,,,,Software,,2024-01-01,Event,Nurturing,False,,True,False,False,False,,False,False,9.0,0.0,False,,,Lead,Orphan Lead,,,,L00133,,,,,,,,,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,,3,"missing_account, missing_title, missing_industry",3.0,0.0,2026-05-26 00:00:00,2024-06-15 00:00:00,3.0,1.0,0.0,False,2.0,1.0,1.0,0.0,466.5164957684037,2.802724614819551e-05,0.0,0.0,0.0,466.5165237956499,True,False,0.25,L2,0.55,53.75,29.562500000000004,1.0,0.5,0.75,33.18116567392184,29.6,75.0,36.8,0.75,0.15,0.1,Medium,last engaged 3d ago; ICP industry (nan); segment L2,Follow Up,1,"Do not email — schedule call or event outreach (opted out, non-email signal present) | Note: opted out — no email",False,Follow Up
L00413,Jacob,Jones,jjones@zenithlabs.com,Individual Contributor of Something,Zenith Labs,Individual Contributor,,+1-555-3627,ACC0096,Energy,150.0,,,2024-01-01,Webinar,Working,False,,False,False,False,True,C00298,False,False,0.0,0.0,False,,,Lead,Converted Lead - linked,,,,C00298,Zenith Labs,zenithlabs.com,False,True,False,88.1,United States,22.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,1,duplicate_email,3.0,0.0,2026-04-27 00:00:00,2023-11-14 00:00:00,32.0,1.0,0.0,False,2.0,0.0,1.0,477.42080195520816,0.0,0.0007455138919328,0.0,0.0,0.0,477.4215474691001,True,False,0.65,L1,0.9,68.56,61.704,0.3,0.0,0.15,33.95678964162784,61.7,15.0,36.2,0.75,0.15,0.1,High,last engaged 32d ago; ICP industry (Energy); segment L1,Follow Up,1,Do not action — record converted to contact C00298 (work the contact record instead),True,Converted
C00370,Nancy,Sanchez,nsanchez@vertexsystems.com,Individual Contributor of Something,,Individual Contributor,,,ACC0109,Healthcare,1000.0,,,2024-01-01,,,False,,False,False,False,False,,False,False,,,,,,Contact,Orphan Contact,,87.3,False,C00370,Vertex Systems,vertexsystems.com,False,True,False,25.2,Canada,290.9,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,2,"orphan_contact, missing_phone",3.0,0.0,2026-05-13 00:00:00,2024-04-15 00:00:00,16.0,1.0,0.0,False,2.0,1.0,1.0,690.9564399838878,3.400588137875486,0.0,0.0,0.0,0.0,694.3570281217633,True,False,1.0,C2,0.55,67.52,37.136,0.3,0.0,0.15,46.287999075512346,37.1,15.0,39.3,0.6,0.25,0.15,Medium,last engaged 16d ago; ICP industry (Healthcare); segment C2,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00236,John,Jackson,jjackson@latticedynamics.com,Individual Contributor of Something,,Individual Contributor,,+1-555-9360,ACC0138,Financial Services,300.0,,,2023-01-03,,,False,,False,False,False,False,,False,False,,,,,,Contact,Orphan Contact,,71.2,False,C00236,Lattice Dynamics,latticedynamics.com,True,True,False,12.1,United States,38.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,1,orphan_contact,3.0,1.0,2026-05-08 00:00:00,2024-02-14 00:00:00,21.0,1.0,0.3333333333333333,False,2.0,1.0,1.0,615.572206672458,2.090748489479301e-06,0.0,0.0,0.0,0.0,615.5722087632065,True,True,0.65,C2,0.55,85.96,47.278,0.3,0.0,0.15,41.035957981469046,47.3,15.0,38.7,0.6,0.25,0.15,High,last engaged 21d ago; ICP industry (Financial Services); named account; segment C2,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00173,Jason,Garcia,jgarcia@nimbuspartners.com,Individual Contributor of Something,,Individual Contributor,Influencer,+1-555-1469,ACC0174,Software,5000.0,,,2023-06-19,,,False,,False,False,False,False,,False,False,,,,,,Contact,Orphan Contact,,58.2,False,C00173,Nimbus Partners,nimbuspartners.com,False,True,False,91.7,United States,2150.6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,2,"duplicate_email, orphan_contact",1.0,0.0,2026-05-04 00:00:00,2026-05-04 00:00:00,25.0,0.0,0.0,False,1.0,1.0,1.0,561.2310241546865,0.0,0.0,0.0,0.0,0.0,561.2310241546865,True,False,1.0,C2,0.55,74.17,40.7935,0.3,0.5,0.4,37.41340560416334,40.8,40.0,38.6,0.6,0.25,0.15,Medium,last engaged 25d ago; ICP industry (Software); segment C2,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00045,Sandra,Lewis,slewis@apexpartners.com,VP of Something,,VP,Technical Buyer,+1-555-4180,ACC0191,Professional Services,50.0,,,2022-08-06,,,False,,False,False,False,False,,False,False,,,,,,Contact,Orphan Contact,,52.9,False,C00045,Apex Partners,apexpartners.com,False,False,False,62.3,Canada,2.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,1,orphan_contact,1.0,0.0,2026-05-07 00:00:00,2026-05-07 00:00:00,22.0,0.0,0.0,False,1.0,1.0,1.0,601.5125180410582,0.0,0.0,0.0,0.0,0.0,601.5125180410582,False,False,0.25,C2,0.55,9.98,5.489000000000001,0.85,0.85,0.85,40.098695269648886,5.5,85.0,38.2,0.6,0.25,0.15,High,last engaged 22d ago; segment C2,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00312,Patricia,Anderson,panderson@dynextechnologies.com,VP of Something,,VP,,+1-555-1186,ACC0060,Financial Services,200.0,,,2024-01-01,,,True,2022-03-27,True,False,False,False,,False,False,,,,,,Contact,Converted Contact,L00410,45.9,True,C00312,Dynex Technologies,dynextechnologies.com,False,True,False,51.7,United States,27.4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,1,duplicate_email,9.0,6.0,2026-04-16 00:00:00,2023-08-26 00:00:00,43.0,6.0,0.6666666666666666,False,3.0,0.0,1.0,370.27438807164106,1.1035036685217667e-05,0.0011563999683459,0.0,0.0,0.0,370.27555550664607,True,False,0.65,C1,1.0,64.92,64.92,0.85,0.0,0.425,24.683720156672607,64.9,42.5,37.4,0.6,0.25,0.15,High,last engaged 43d ago; ICP industry (Financial Services); segment C1,Nurture,2,Add to long-term nurture sequence | Note: opted out — no email,False,Nurture
C00005,David,Wilson,dwilson@novagroup.com,Unknown Title,,,,+1-555-5502,ACC0134,Healthcare,7500.0,,,2024-01-01,,,False,,False,False,False,False,,False,False,,,,,,Contact,Orphan Contact,,63.2,False,C00005,Nova Group,novagroup.com,False,True,False,76.0,United States,1854.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,1,orphan_contact,1.0,0.0,2026-05-05 00:00:00,2026-05-05 00:00:00,24.0,0.0,0.0,False,1.0,1.0,1.0,574.3491774985175,0.0,0.0,0.0,0.0,0.0,574.3491774985175,True,False,1.0,C2,0.55,72.6,39.93,0.5,0.0,0.25,38.28790250598659,39.9,25.0,36.7,0.6,0.25,0.15,High,last engaged 24d ago; ICP industry (Healthcare); segment C2,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00022,Andrew,Jackson,ajackson@paragonnetworks.com,Individual Contributor of Something,,Individual Contributor,Financial Buyer,,ACC0080,Financial Services,25000.0,,,2024-01-01,,,False,,False,False,False,False,,False,False,,,,,,Contact,Orphan Contact,,53.5,False,C00022,Paragon Networks,paragonnetworks.com,False,True,False,58.1,Germany,13337.7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,2,"orphan_contact, missing_phone",3.0,0.0,2026-05-29 00:00:00,2023-09-13 00:00:00,0.0,0.0,0.0,False,3.0,1.0,1.0,8.04871288638229e-05,500.0,0.0,0.0,0.0,0.0,500.00008048712886,True,False,0.65,C2,0.55,65.56,36.05800000000001,0.3,0.7,0.5,33.33156045953604,36.1,50.0,36.5,0.6,0.25,0.15,Medium,no engagement history; ICP industry (Financial Services); segment C2,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00068,Charles,King,cking@delphilabs.com,,,,CISO,+1-555-3065,ACC0054,Software,10000.0,,,2022-08-20,,,False,,False,False,False,False,,False,False,,,,,,Contact,Converted Contact,L00078,72.7,True,C00068,Delphi Labs,delphilabs.com,True,True,False,91.3,United States,4868.6,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2,"duplicate_email, missing_title",15.0,12.0,2026-05-15 00:00:00,2023-02-14 00:00:00,14.0,14.0,0.8,True,1.0,0.0,0.0,0.0,1.3275425406401482e-05,0.0,0.0,0.0,0.0,1.3275425406401482e-05,True,True,1.0,C1,1.0,99.13,99.13,0.5,1.0,0.75,8.849811466598805e-07,99.1,75.0,36.0,0.6,0.25,0.15,Medium,last engaged 14d ago; ICP industry (Software); named account; engagement discounted (automation-heavy); segment C1,Nurture,2,Add to long-term nurture sequence | Note: engagement may be automation-inflated,False,Nurture
L00186,Karen,Young,kyoung@emblemgroup.com,Manager of Something,Emblem Group & Co,Manager,Technical Buyer,+1-555-1430,ACC0068,Manufacturing,15000.0,,,2023-06-07,Content Syndication,Nurturing,False,,True,False,False,True,C00288,False,False,40.0,0.0,False,,,Lead,Converted Lead - linked,,,,C00288,Emblem Group,emblemgroup.com,False,False,False,79.8,France,6955.9,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,1,duplicate_email,11.0,9.0,2026-05-09 00:00:00,2023-02-27 00:00:00,20.0,9.0,0.8181818181818182,True,2.0,0.0,1.0,477.42080195520816,0.0,0.0,2.4562722431586585e-10,0.0,0.0,477.4208019554538,False,False,0.65,L1,0.9,17.73,15.957,0.5,0.85,0.675,33.95673661668541,16.0,67.5,34.6,0.75,0.15,0.1,High,last engaged 20d ago; engagement discounted (automation-heavy); segment L1,Nurture,2,Do not action — record converted to contact C00288 (work the contact record instead),True,Converted
L00582,William,Thomas,wthomas@glacierdynamics.com,Individual Contributor of Something,Glacier Dynamics & Co,Individual Contributor,Technical Buyer,,ACC0177,Government,750.0,,,2024-01-01,Trade Show,MQL,True,2023-03-10,False,True,False,True,C00001,False,False,95.0,1.0,False,,,Lead,Converted Lead - linked,,,,C00001,Glacier Dynamics,glacierdynamics.com,False,False,False,46.5,Sweden,173.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,,2,"duplicate_email, missing_phone",12.0,8.0,2026-04-28 00:00:00,2023-10-18 00:00:00,31.0,8.0,0.6666666666666666,False,4.0,0.0,1.0,0.7066744323439349,488.579984217123,0.0,3.3964309415154805e-07,0.0,0.0,489.2866589891101,False,False,1.0,L1,0.9,19.65,17.685,0.3,0.85,0.575,34.800700223576406,17.7,57.5,34.5,0.75,0.15,0.1,Medium,last engaged 31d ago; segment L1,Nurture,2,Do not action — record converted to contact C00001 (work the contact record instead),True,Converted
L00511,Dorothy,Nguyen,newsletter@marketingblast.com,Individual Contributor of Something,Nova Partners Group,Individual Contributor,,+1-555-6665,ACC0110,Healthcare,750.0,,,2022-05-25,Partner Referral,MQL,True,2023-04-10,False,False,False,False,,False,False,47.0,2.0,False,,,Lead,Orphan Lead,,,,L00511,Nova Partners,novapartners.com,True,True,False,29.5,Australia,157.1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,2,"duplicate_email, shared_email",2.0,0.0,2026-04-17 00:00:00,2025-10-24 00:00:00,42.0,0.0,0.0,False,2.0,0.0,1.0,0.0,378.9291416275996,0.0,0.0,0.0,0.0,378.9291416275996,True,True,1.0,L1,0.9,92.95,83.655,0.3,0.0,0.15,26.9514797133529,83.7,15.0,34.3,0.75,0.15,0.1,Medium,last engaged 42d ago; ICP industry (Healthcare); named account; segment L1,Nurture,2,Add to long-term nurture sequence,False,Nurture
L00542,Patricia,Sanchez,psanchez@mantlepartners.com,Individual Contributor of Something,Mantle Partners Group,Individual Contributor,,+1-555-8567,ACC0178,Manufacturing,75.0,,,2024-01-01,Web,Nurturing,False,,False,False,False,False,,False,False,4.0,0.0,False,,,Lead,Orphan Lead,,,,L00542,Mantle Partners,mantlepartners.com,False,False,False,40.0,United States,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,,3.0,0.0,2026-05-06 00:00:00,2024-04-19 00:00:00,23.0,1.0,0.0,False,2.0,1.0,1.0,0.0,587.7739531418044,0.0,0.0,0.0,0.0,587.7739531418044,False,False,0.25,L1,0.9,7.75,6.9750000000000005,0.3,0.0,0.15,41.80564658103551,7.0,15.0,33.9,0.75,0.15,0.1,High,last engaged 23d ago; segment L1,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00258,Laura,Moore,lmoore@unknown.com,Unknown Title,,,,+1-555-9800,ACC0044,Energy,1000.0,,,2024-01-01,,,False,,False,False,False,False,,False,False,,,,,,Contact,Converted Contact,L00291,38.3,True,C00258,Quantum Group,quantumgroup.com,True,True,False,40.8,United Kingdom,265.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,1,duplicate_email,3.0,1.0,2026-04-19 00:00:00,2023-05-08 00:00:00,40.0,2.0,0.3333333333333333,False,1.0,0.0,1.0,0.0,0.0,158.74010519681997,0.0,0.0,0.0,158.74010519681997,True,True,1.0,C1,1.0,94.08,94.08,0.5,0.0,0.25,10.582109123994671,94.1,25.0,33.6,0.6,0.25,0.15,High,last engaged 40d ago; ICP industry (Energy); named account; segment C1,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00288,Karen,Young,kyoung@emblemgroup.com,Manager of Something,,Manager,Technical Buyer,+1-555-1430,ACC0068,Manufacturing,15000.0,,,2024-01-01,,,False,,False,False,False,False,,False,False,,,,,,Contact,Converted Contact,L00186,3.0,True,C00288,Emblem Group,emblemgroup.com,False,False,False,79.8,France,6955.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,1,duplicate_email,11.0,9.0,2026-05-09 00:00:00,2023-02-27 00:00:00,20.0,9.0,0.8181818181818182,True,2.0,0.0,1.0,477.42080195520816,0.0,0.0,2.4562722431586585e-10,0.0,0.0,477.4208019554538,False,False,0.65,C1,1.0,17.73,17.73,0.5,0.85,0.675,31.826355526812826,17.7,67.5,33.6,0.6,0.25,0.15,High,last engaged 20d ago; engagement discounted (automation-heavy); segment C1,Nurture,2,Add to long-term nurture sequence | Note: engagement may be automation-inflated,False,Nurture
L00330,Joshua,Rivera,jrivera@unknown.com,Individual Contributor of Something,,Individual Contributor,,+1-555-1259,,,,Energy,1500.0,2024-01-01,Cold Call,Nurturing,False,,False,False,False,False,,False,False,18.0,0.0,True,No Longer With Company,2022-11-03,Lead,Orphan Lead,,,,L00330,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,2,"missing_account, missing_industry",2.0,0.0,2026-05-29 00:00:00,2024-05-03 00:00:00,0.0,1.0,0.0,False,1.0,1.0,1.0,0.0,500.0,0.0,0.0,0.0,0.0,500.0,True,False,1.0,L2,0.55,65.0,35.75,0.3,0.0,0.15,35.562690688804324,35.8,15.0,33.5,0.75,0.15,0.1,Medium,no engagement history; ICP industry (nan); segment L2,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00017,Donna,Nelson,dnelson@quantumcorp.com,,,Individual Contributor,Financial Buyer,+1-555-4811,ACC0067,Financial Services,1000.0,,,2024-01-01,,,False,,True,False,False,False,,False,False,,,,,,Contact,Orphan Contact,,55.3,False,C00017,Quantum Corp,quantumcorp.com,False,True,False,86.6,United States,227.3,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,,2,"orphan_contact, missing_title",1.0,0.0,2026-04-19 00:00:00,2026-04-19 00:00:00,40.0,0.0,0.0,False,1.0,0.0,1.0,396.8502629920498,0.0,0.0,0.0,0.0,0.0,396.8502629920498,True,False,1.0,C2,0.55,73.66,40.513,0.3,0.7,0.5,26.455272809986678,40.5,50.0,33.5,0.6,0.25,0.15,Medium,last engaged 40d ago; ICP industry (Financial Services); segment C2,Nurture,2,Add to long-term nurture sequence | Note: opted out — no email,False,Nurture
C00019,Jessica,Campbell,info@b2bleads.net,Individual Contributor of Something,,Individual Contributor,Technical Buyer,+1-555-1005,ACC0139,Manufacturing,7500.0,,,2022-07-02,,,True,2023-07-31,False,False,False,False,,False,False,,,,,,Contact,Orphan Contact,,39.6,False,C00019,Nova Networks,novanetworks.com,True,False,False,89.6,United Kingdom,3707.6,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,3,"duplicate_email, shared_email, orphan_contact",14.0,8.0,2026-05-22 00:00:00,2023-04-18 00:00:00,7.0,10.0,0.5714285714285714,False,4.0,0.0,1.0,445.4493590701696,1.8649250076375328,0.0,0.0,0.0,0.007174975013938,447.321459052821,False,True,1.0,C2,0.55,48.96,26.928000000000004,0.3,0.85,0.575,29.819839714307395,26.9,57.5,33.2,0.6,0.25,0.15,Medium,last engaged 7d ago; named account; segment C2,Nurture,2,Add to long-term nurture sequence,False,Nurture
L00294,Ashley,Allen,aallen@eclipsenetworks.com,Director of Something,Eclipse Networks Group,Director,Financial Buyer,,ACC0106,Energy,1500.0,,,2024-01-01,Content Syndication,MQL,True,2023-03-14,False,False,False,False,,False,False,0.0,4.0,False,,,Lead,Orphan Lead,,,,L00294,Eclipse Networks,eclipsenetworks.com,False,True,False,65.3,Netherlands,283.8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,1,missing_phone,8.0,5.0,2026-05-08 00:00:00,2023-12-29 00:00:00,21.0,5.0,0.625,False,3.0,1.0,1.0,3.754857331201056e-05,307.7861033362291,0.0012980150771344,0.0,0.0,0.0,307.7874388998795,True,False,1.0,L1,0.9,71.53,64.37700000000001,0.7,0.7,0.7,21.891498974991343,64.4,70.0,33.1,0.75,0.15,0.1,High,last engaged 21d ago; ICP industry (Energy); segment L1,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00001,William,Thomas,wthomas@glacierdynamics.com,Individual Contributor of Something,,Individual Contributor,Technical Buyer,,ACC0177,Government,750.0,,,2022-03-19,,,False,,False,False,False,False,,False,False,,,,,,Contact,Converted Contact,L00582,0.0,True,C00001,Glacier Dynamics,glacierdynamics.com,False,False,False,46.5,Sweden,173.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,2,"duplicate_email, missing_phone",12.0,8.0,2026-04-28 00:00:00,2023-10-18 00:00:00,31.0,8.0,0.6666666666666666,False,4.0,0.0,1.0,0.7066744323439349,488.579984217123,0.0,3.3964309415154805e-07,0.0,0.0,489.2866589891101,False,False,1.0,C1,1.0,19.65,19.65,0.3,0.85,0.575,32.61737046172284,19.6,57.5,33.1,0.6,0.25,0.15,Medium,last engaged 31d ago; segment C1,Nurture,2,Add to long-term nurture sequence,False,Nurture
C00125,Gary,Mitchell,gmitchell@vortexsolutions.com,Individual Contributor of Something,,Individual Contributor,,+1-555-9020,ACC0171,Government,3500.0,,,2022-02-28,,,False,,False,False,False,False,,False,False,,,,,,Contact,Orphan Contact,,72.3,False,C00125,Vortex Solutions,vortexsolutions.com,False,False,False,25.3,United States,958.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,1,orphan_contact,3.0,0.0,2026-04-14 00:00:00,2025-05-08 00:00:00,45.0,0.0,0.0,False,3.0,0.0,1.0,707.1067811865474,0.0,0.0,0.0,0.0133889768029129,0.0,707.1201701633504,False,False,1.0,C2,0.55,17.53,9.6415,0.3,0.0,0.15,47.13882981977612,9.6,15.0,32.9,0.6,0.25,0.15,High,last engaged 45d ago; segment C2,Nurture,2,Add to long-term nurture sequence,False,Nurture
